valid,urgent,aircraft,report,turbulence,atrcc,fl,lat,lon
2021-11-22 02:53:00+00:00,F,C172,BUR UA /OV 6W VNY/TM 0253/FL035/TP C172/TB SEVERE TURB,SEVERE TURB,ZLA,3500,34.20972,-118.6101009418602
2021-11-25 01:09:00+00:00,T,R44,BUR UUA /OV BUR170004/TM 0109/FL017/TP R44/TB SEV-EXTRM/RM CAHUENGA PASS. COR LOCTN AND TURB. ZLA CWSU,SEV-EXTRM,ZLA,1700,34.135010831832005,-118.3446718778736
2021-11-25 02:10:00+00:00,T,C172,BUR UUA /OV BUR/TM 0210/FL052/TP C172/TB MOD-SEV/RM S OF BUR. COR TURB. ZLA CWSU,MOD-SEV,ZLA,5200,34.20067,-118.35867
2021-12-24 02:50:00+00:00,F,BE99,BUR UA /OV BUR090004/TM 0250/FL070/TP BE99/TB MOD-SEV TURB/RM DURD,MOD-SEV TURB,ZLA,7000,34.20067,-118.27805802747903
2022-01-22 17:00:00+00:00,F,B738,BUR UA /OV BUR/TM 1700/FL010/TP B738/TB SEV/RM SEV TB STARTED AT 010 AND LASTED 5 MINUTES ON CLIMBOUT...LOSS OF 25KTS,SEV,ZLA,1000,34.20067,-118.35867
2022-01-23 03:19:00+00:00,T,R44,BUR UUA /OV BUR/TM 0319/FL018/TP R44/WV 030/21G34/TB MOD-SEV/RM MODERATE TO SEVERE TURBULANCE OVER VNY CITY HALL AT 018 REPORTED BY A R44 HELICOPTER,MOD-SEV,ZLA,1800,34.20067,-118.35867
2022-02-02 16:35:00+00:00,F,C560,BUR UA /OV VNY300008/TM 1635/FL050/TP C560/TB SEVERE TURB/RM OVER OAT MOUNTAIN,SEVERE TURB,ZLA,5000,34.27639206667207,-118.62880902367267
2022-02-02 20:35:00+00:00,F,GLF5,BUR UA /OV 8 NW VNY/TM 2035/FL050/TP GLF5/TB SEVERE TURB,SEVERE TURB,ZLA,5000,34.28620305281184,-118.62125110432342
2022-02-10 15:10:00+00:00,T,SR22,BUR UUA /OV VNY095012/TM 1510/FL060/TP SR22/TB SEV/RM OV DARTS. COR SA-ID AND LOCTN AND TURB. ZLA CWSU,SEV,ZLA,6000,34.19228743952602,-118.24822847376728
2022-02-21 21:20:00+00:00,T,BE20,BUR UUA /OV VNY035015/TM 2120/FL080/TP BE20/TB SEV 080-070/RM DURD. COR SA-ID AND LOCTN AND ALT AND TURB. ZLA CWSU,SEV 080-070,ZLA,8000,34.41452459891773,-118.31576215330814
2022-03-05 23:15:00+00:00,F,GALX,BUR UA /OV BUR/TM 2315/FL060/TP GALX/TA UNKN/TB MOD - SEV TURB/IC LT RIME /RM IN THE CELL ABOVE BUR,MOD - SEV TURB,ZLA,6000,34.20067,-118.35867
2022-03-16 23:52:00+00:00,T,BE35,BUR UUA /OV VNY095012/TM 2352/FL075/TP BE35/TB SEV/RM OV DARTS. COR MSG TYPE AND LOCTN. ZLA CWSU,SEV,ZLA,7500,34.19228743952602,-118.24822847376728
2022-03-21 00:23:00+00:00,F,C550,BUR UA /OV VNY/TM 0023/FL060/TP C550/TB SEV CHOP,SEV CHOP,ZLA,6000,34.20972,-118.48917
2022-03-21 00:32:00+00:00,F,P46T,BUR UA /OV VNY34015/TM 0032/FL110/TP P46T/TB MOD-SEV,MOD-SEV,ZLA,11000,34.20972,-118.48917
2022-04-25 20:25:00+00:00,T,PA27,BUR UUA /OV VNY340008/TM 2025/FL028/TP PA27/TB SEV/RM NEWHALL PASS NORTH OF WHP  CAUSED 40 DEGREE ROLL. IMPROVED CONDITIONS HIGHER ALT.,SEV,ZLA,2800,34.33502249812857,-118.54431775742336
2022-04-25 20:25:00+00:00,T,PA27,BUR UUA /OV VNY340008/TM 2025/FL028/TP PA27/TB SEV/RM NEWHALL PASS NORTH OF WHP  CAUSED 40 DEGREE ROLL. IMPROVED CONDITIONS HIGHER ALT,SEV,ZLA,2800,34.33502249812857,-118.54431775742336
2022-11-16 16:41:00+00:00,T,PA46,BUR UUA /OV BUR/TM 1641/FL080/TP PA46/TB MOD-SEV,MOD-SEV,ZLA,8000,34.20067,-118.35867
2022-11-16 16:45:00+00:00,T,PA46,BUR UUA /OV BUR360002/TM 1645/FL060/TP PA46/TB SEV,SEV,ZLA,6000,34.23400603333604,-118.35867
2022-11-16 17:04:00+00:00,T,PC12,BUR UUA /OV BUR360010/TM 1704/FL090/TP PC12/TB SEV,SEV,ZLA,9000,34.36735016668017,-118.35867
2022-11-16 17:42:00+00:00,T,BE36,BUR UUA /OV BUR300003/TM 1742/FL038/TP BE36/TB SEV/RM DOWNDRAFT,SEV,ZLA,3800,34.22567202500203,-118.41102901203924
2022-11-20 01:07:00+00:00,T,BE30,BUR UUA /OV VNY310009/TM 0107/FL050/TP BE30/TB SEV,SEV,ZLA,5000,34.306145951330244,-118.62812771401973
2023-01-23 18:19:00+00:00,T,C152,BUR UUA /OV BUR11009/TM 1819/FL050/TP C152/TB MOD-SEV,MOD-SEV,ZLA,5000,34.20067,-118.35867
2023-01-23 18:19:00+00:00,T,C152,CQT UUA /OV BUR110009 /TM 1819 /FL050 /TP C152 /TB MOD-SEV,MOD-SEV,ZLA,5000,34.149362822952256,-118.18823142961888
2023-01-23 18:19:00+00:00,T,C152,BUR UUA /OV BUR110009/TM 1819/FL050/TP C152/TB MOD-SEV/RM COR LOCTN. ZLA CWSU,MOD-SEV,ZLA,5000,34.149362822952256,-118.18823142961888
2023-01-23 19:25:00+00:00,F,C172,BUR UA /OV 10 W EMT/TM 1925/FL050/TP C172/TB SEVERE,SEVERE,ZLA,5000,34.086,-118.23625659273488
2023-01-23 19:25:00+00:00,T,C172,BUR UUA /OV EMT270010/TM 1925/FL050/TP C172/TB SEV/RM COR MSG TYPE. ZLA CWSU,SEV,ZLA,5000,34.086,-118.23625659273488
2023-01-23 22:08:00+00:00,T,BE76,BUR UUA /OV VNY180005/TM 2208/FL040/TP BE76/TB MOD-SEV,MOD-SEV,ZLA,4000,34.126379916659914,-118.48917
2023-01-26 18:00:00+00:00,T,P46T,BUR UUA /OV BUR080003/TM 1800/FL060/TP P46T/TB SEV/RM COR MSG TYPE AND LOCTN. ZLA CWSU,SEV,ZLA,6000,34.20935311215917,-118.2991295283568
2023-01-26 18:00:00+00:00,F,P46T,BUR UA /OV BUR 3 EAST/TM 1800/FL060/TP P46T/TB SEVERE,SEVERE,ZLA,6000,34.20067,-118.35867
2023-01-31 18:00:00+00:00,T,TBM9,BUR UUA /OV BUR030005/TM 1800/FL110/TP TBM9/TB MOD-SEV 110-050/RM COR LOCTN. ZLA CWSU,MOD-SEV 110-050,ZLA,11000,34.27284462932602,-118.3082875171744
2023-01-31 18:00:00+00:00,T,TBM9,BUR UUA /OV BUR03005/TM 1800/FL110/TP TBM9/TB MOD-SEV 110-050,MOD-SEV 110-050,ZLA,11000,34.20067,-118.35867
2023-01-31 23:40:00+00:00,T,C172,BUR UUA /OV BUR/TM 2340/FL050/TP C172/TB SEV,SEV,ZLA,5000,34.20067,-118.35867
2023-02-05 18:48:00+00:00,F,PC12,BUR UA /OV 8 SOUTH OF L70/TM 1848/FL8000/TP PC12/TB SEVERE,SEVERE,ZLA,8000,34.36665586665587,-118.31
2023-02-07 16:22:00+00:00,T,P28A,BUR UUA /OV VNY270007/TM 1622/FL040/TP P28A/TB MOD-SEV,MOD-SEV,ZLA,4000,34.20972,-118.6302560988369
2023-02-15 17:20:00+00:00,T,P28A,BUR UUA /OV BUR100008/TM 1720/FL050/TP P28A/TB MOD-SEV,MOD-SEV,ZLA,5000,34.17751503424222,-118.1998954089515
2023-02-25 06:03:00+00:00,T,E75L,BUR UUA /OV KBUR/TM 0603/FL050/TP E75L/TB MOD-SEV BLO 050/RM DURC,MOD-SEV BLO 050,ZLA,5000,34.20067,-118.35867
2023-03-24 16:26:00+00:00,T,C172,BUR UUA /OV VNY/TM 1626/FL050/TP C172/TB MOD SEV,MOD SEV,ZLA,5000,34.20972,-118.48917
2023-04-04 20:20:00+00:00,T,BE33,BUR UUA /OV BUR010010/TM 2020/FL090/TP BE33/TB MOD-SEV 090,MOD-SEV 090,ZLA,9000,34.364817920419995,-118.323674694684
2023-10-30 14:25:00+00:00,T,BE36,BUR UUA /OV VNY300005/TM 1425/FL045/TP BE36/TB MOD OCNL SEV,MOD OCNL SEV,ZLA,4500,34.25139004167004,-118.57644438979544
2023-11-09 03:25:00+00:00,T,C172,BUR UUA /OV BUR/TM 0325/FL050/TP C172/TB MOD-SEV,MOD-SEV,ZLA,5000,34.20067,-118.35867
2023-11-18 04:30:00+00:00,T,BE36,WHP UUA /OV BUR305005/TM 0430/FL080/TP BE36/TB SEV BLO 080/RM DURD. COR SA-ID AND LOCTN. ZLA CWSU,SEV BLO 080,ZLA,8000,34.24847190800741,-118.4412118276059
2023-11-18 04:30:00+00:00,T,BE36,BUR UUA /OV 5 NW OF BUR/TM 0430/FL080/TP BE36/TB SEV TURB IN DESCENT BLO 080,SEV TURB IN DESCENT BLO 080,ZLA,8000,34.24847190800741,-118.4412118276059
2023-11-18 04:55:00+00:00,T,P28A,BUR UUA /OV BUR100010/TM 0455/FL050/TP P28A/TB SEV/RM EASTBOUND V186. COR LOCTN. ZLA CWSU,SEV,ZLA,5000,34.171726292802774,-118.16020176118938
2023-11-18 04:55:00+00:00,T,P28A,BUR UUA /OV 10 E OF BUR/TM 0455/FL050/TP P28A/TB SEV TURB /RM EASTBOUND V186,SEV TURB,ZLA,5000,34.20067,-118.1571400686976
2023-11-19 15:41:00+00:00,T,M20P,BUR UUA /OV BUR090005/TM 1541/FL050/TP M20P/TB SEV/RM I HAD TO PUT THE GEAR DOWN TO HELP SLOW DOWN THE AIRCRAFT ENOUGH TO HANDLE THE CONDITIONS.,SEV,ZLA,5000,34.20067,-118.2579050343488
2023-11-19 15:41:00+00:00,T,M20P,BUR UUA /OV BUR090005/TM 1541/FL050/TP M20P/TB SEV/RM I HAD TO PUT THE GEAR DOWN TO HELP SLOW DOWN THE AIRCRAFT ENOUGH TO HANDLE THE CONDITIONS,SEV,ZLA,5000,34.20067,-118.2579050343488
2023-11-20 14:45:00+00:00,T,B350,BUR UUA /OV BUR360010/TM 1445/FL080/TP B350/TB MOD OCNL SEV,MOD OCNL SEV,ZLA,8000,34.36735016668017,-118.35867
2023-11-20 17:17:00+00:00,T,G280,BUR UUA /OV VNY280009/TM 1717/FL050/TP G280/TB SEV,SEV,ZLA,5000,34.2357693364775,-118.66781059368448
2023-11-20 18:05:00+00:00,T,SR22,BUR UUA /OV DARTS/TM 1805/FL040/TP SR22/TB SEV,SEV,ZLA,4000,34.20067,-118.35867
2023-11-20 18:42:00+00:00,T,BE30,BUR UUA /OV VNY270010/TM 1842/FL060/TP BE30/TB SEV,SEV,ZLA,6000,34.20972,-118.69072156976698
2023-11-20 20:05:00+00:00,T,C700,BUR UUA /OV VNY280008/TM 2005/FL050/TP C700/TB SEV,SEV,ZLA,5000,34.23287496575778,-118.64796163883064
2023-11-20 20:05:00+00:00,T,CRJ2,BUR UUA /OV VNY260009/TM 2005/FL050/TP CRJ2/TB SEV,SEV,ZLA,5000,34.18367066352249,-118.66781059368448
2023-12-09 02:20:00+00:00,F,SW4,BUR UA /OV BUR350003/TM 0220/FL070/TP SW4/TB MOD TO SEV TURB,MOD TO SEV TURB,ZLA,7000,34.249914376126,-118.3691685915948
2024-01-06 02:05:00+00:00,T,C172,BUR UUA /OV VNY045010/TM 0205/FL065/TP C172/TB SEV,SEV,ZLA,6500,34.32758067614885,-118.34665151825898
2024-01-11 16:17:00+00:00,T,C208,BUR UUA /OV KBUR070008/TM 1617/FL100/TP C208/TB SEV 100-070/RM PILOT EXPERIENCED 3000 FOOT DOWNDRAFT FROM 100-070,SEV 100-070,ZLA,10000,34.246276379598,-118.20716904855011
2024-01-11 21:25:00+00:00,T,SR22,BUR UUA /OV BUR090005/TM 2125/FL055/TP SR22/TB SEV/RM COR LOCTN. ZLA CWSU,SEV,ZLA,5500,34.20067,-118.2579050343488
2024-01-11 21:25:00+00:00,T,SR22,BUR UUA /OV BUR09005/TM 2125/FL055/TP SR22/TB SEV 055,SEV 055,ZLA,5500,34.20067,-118.35867
2024-02-10 18:29:00+00:00,T,RV7,BUR UUA /OV DARTS/TM 1829/FL075/TP RV7/TB MOD TO SEV,MOD TO SEV,ZLA,7500,34.20067,-118.35867
2024-03-03 20:22:00+00:00,T,PC12,BUR UUA /OV BUR360003/TM 2022/FL090/TP PC12/TB SEV,SEV,ZLA,9000,34.25067405000405,-118.35867
2024-03-14 14:45:00+00:00,T,P28A,BUR UUA /OV VNY240008/TM 1445/FL060/TP P28A/TB SEV,SEV,ZLA,6000,34.14304793332793,-118.62880902367267
2024-03-14 17:10:00+00:00,T,SLNG,BUR UUA /OV VNY270012/TM 1710/FL060/TP SLNG/TB SEV/RM LOSS OF 1000 FEET 6000-5000,SEV,ZLA,6000,34.20972,-118.73103188372038
2024-03-14 17:31:00+00:00,T,PC12,BUR UUA /OV BUR290009/TM 1731/FL080/TP PC12/TB MOD-SEV,MOD-SEV,ZLA,8000,34.25197717704775,-118.52910857038113
2024-03-14 17:40:00+00:00,T,C208,BUR UUA /OV BUR/TM 1740/FL055/TP C208/TB SEV/RM LOSS OF 400 FEET,SEV,ZLA,5500,34.20067,-118.35867
2024-03-14 20:23:00+00:00,T,E145,BUR UUA /OV 2023/TM 2023/FL080/TP E145/TB MOD-OCNL SEV,MOD-OCNL SEV,ZLA,8000,34.20067,-118.35867
2024-03-18 19:46:00+00:00,F,BE36,BUR UA /OV DARTS/TM 1946/FL1100/TP BE36/TB MOD-SEV 110/RM MOD TO SEV TURB ON V459 SOUTHEASTBOUND OVR DARTS,MOD-SEV 110,ZLA,11000,34.20067,-118.35867
2024-03-18 21:20:00+00:00,T,P28A,BUR UUA /OV BUR040005/TM 2120/FL050/TP P28A/TB SEV TURB,SEV TURB,ZLA,5000,34.26451220773175,-118.29389952858892
2024-03-24 02:55:00+00:00,T,C56X,BUR UUA /OV VNY340009/TM 0255/FL045/TP C56X/TB MOD-SEV,MOD-SEV,ZLA,4500,34.350685310394645,-118.55121122710128
2024-04-09 16:50:00+00:00,F,P28A,BUR UA /OV VNY34005/TM 1650/FL030/TP P28A/TB SEV,SEV,ZLA,3000,34.20972,-118.48917
2024-07-12 21:10:00+00:00,T,SR22,BUR UUA /OV VNY235010/TM 2110/FL055/TP SR22/TB SEV,SEV,ZLA,5500,34.11411618398519,-118.65427138040428
2024-07-12 23:44:00+00:00,T,C206,BUR UUA /OV VNY265014/TM 2344/FL050/TP C206/TB SEV,SEV,ZLA,5000,34.18938201278036,-118.77026844727152
2024-09-30 19:03:00+00:00,T,C172,BUR UUA /OV PMD180020 /TM 1903 /FL075 /TP C172 /TB SEV /RM OMTNS,SEV,ZLA,7500,34.29602966663967,-118.08455
2024-10-18 23:30:00+00:00,F,DA40,BUR UA /OV VNY270015/TM 2330/FL050/TP DA40/TB MOD-SEV,MOD-SEV,ZLA,5000,34.20972,-118.79149735465047
2024-10-18 23:45:00+00:00,F,PA28,BUR UA /OV BUR010003/TM 2345/FL070/TP PA28/TB SEV,SEV,ZLA,7000,34.249914376126,-118.3481714084052
2024-10-19 17:10:00+00:00,F,LTSPT,BUR UA /OV WHP310007/TM 1710/FL050/TP LTSPT/TB SEV 050-020/RM SEVERE TURB REPORTED NEAR NEWHALL PASS BY A LIGHT-SPORT AIRCRAFT,SEV 050-020,ZLA,5000,34.33432796214575,-118.52157192040936
2024-10-29 01:45:00+00:00,F,M20P,BUR UA /OV VNY040010/TM 0145/FL080/TP M20P/TB MOD - SEV TURB/RM DURD 080-070,MOD - SEV TURB,ZLA,8000,34.33740441546348,-118.3596151482409
2024-11-04 17:45:00+00:00,F,BE36,BUR UA /OV 8 MILES NORTH OF BUR/TM 1745/FL065/TP BE36/TB SEVERE TURBULENCE,SEVERE TURBULENCE,ZLA,6500,34.20067,-118.35867
2024-11-12 21:50:00+00:00,F,SR22,BUR UA /OV BUR 4NE/TM 2150/FL080/TP SR22/SK CLR/WX 10/WV 36012G21/TB MOD SEV,MOD SEV,ZLA,8000,34.20067,-118.35867
2025-01-07 20:43:00+00:00,F,S22T,BUR UA /OV BUR/TM 2043/FL050/TP S22T/TB MOD-SEV/RM MOD-SEV TURB DURC,MOD-SEV,ZLA,5000,34.20067,-118.35867
2025-01-07 20:50:00+00:00,T,B737,BUR UUA /OV BUR320007/TM 2050/FL070/TP B737/TB MOD-SEV,MOD-SEV,ZLA,7000,34.290049090824446,-118.44934865997551
2025-01-07 21:49:00+00:00,T,A319,BUR UUA /OV BUR/TM 2149/FL060/TP A319/TB SEV,SEV,ZLA,6000,34.20067,-118.35867
2025-01-08 14:44:00+00:00,T,GLF5,BUR UUA /OV BUR/TM 1444/FL050/TP GLF5/TB SEV DURC AOB 060,SEV DURC AOB 060,ZLA,5000,34.20067,-118.35867
2025-01-08 14:44:00+00:00,T,GLF5,BUR UUA /OV BUR/TM 1444/FL050/TP GLF5/TB SEV BLO 060/RM DURC. COR TURB. ZLA CWSU,SEV BLO 060,ZLA,5000,34.20067,-118.35867
2025-01-08 14:45:00+00:00,T,C560,BUR UUA /OV VNY360005/TM 1445/FL060/TP C560/TB MOD-SEV SFC-060 DURC,MOD-SEV SFC-060 DURC,ZLA,6000,34.29306008334008,-118.48917
2025-01-08 17:41:00+00:00,T,B737,BUR UUA /OV VNY/TM 1741/FL050/TP B737/TB SEV,SEV,ZLA,5000,34.20972,-118.48917
2025-01-08 21:13:00+00:00,F,GLEX,BUR UA /OV VNY330008/TM 2113/FL060/TP GLEX/TB SEV BLO 060,SEV BLO 060,ZLA,6000,34.325199406921634,-118.5697906279068
2025-01-09 15:55:00+00:00,F,B737,BUR UA /OV BUR270003/TM 1555/FL010/TP B737/TB MOD-SEV 010-100,MOD-SEV 010-100,ZLA,1000,34.20067,-118.41912897939072
2025-01-09 19:02:00+00:00,T,E55P,BUR UUA /OV BUR100008/TM 1902/FL060/TP E55P/TB SEV/RM AIRCRAFT HAD TO DIVERT DUE TO SEVERE TURB,SEV,ZLA,6000,34.17751503424222,-118.1998954089515
2025-01-09 20:55:00+00:00,F,PA46,BUR UA /OV 8 MILES NE OF VNY/TM 2055/FL070/TP PA46/TB MODERATE TO SEVERE/RM SFC TO 070,MODERATE TO SEVERE,ZLA,7000,34.20067,-118.35867
2025-01-11 17:05:00+00:00,F,E175,BUR UA /OV BUR280005/TM 1705/FL050/TP E175/TB MOD-SEV 050-110,MOD-SEV 050-110,ZLA,5000,34.21514185359862,-118.45790411940531
2025-01-20 20:15:00+00:00,F,C310,BUR UA /OV BUR090010/TM 2015/FL065/TP C310/TB SEV/RM +/- 20KTS,SEV,ZLA,6500,34.20067,-118.1571400686976
2025-01-20 22:30:00+00:00,T,PA31,BUR UUA /OV DARTS/TM 2230/FL090/TP PA31/TB CONS MOD-SEV,CONS MOD-SEV,ZLA,9000,34.20067,-118.35867
2025-01-21 00:55:00+00:00,T,PA46,BUR UUA /OV VNY040005/TM 0055/FL070/TP PA46/TB MOS - SEV TURB/RM DURC 070-080,MOS - SEV TURB,ZLA,7000,34.27356220773174,-118.42439257412046
2025-01-21 03:48:00+00:00,F,SR20,BUR UA /OV BUR 5N/TM 0348/FL070/TP SR20/TB SEV,SEV,ZLA,7000,34.20067,-118.35867
2025-01-22 21:17:00+00:00,F,COZY,BUR UA /OV BUR360005/TM 2117/FL050/TP COZY/TB SEV,SEV,ZLA,5000,34.284010083340085,-118.35867
2025-01-23 01:30:00+00:00,F,C208,BUR UA /OV BUR360008/TM 0130/FL080/TP C208/TB SEV BLO 080,SEV BLO 080,ZLA,8000,34.334014133344134,-118.35867
2025-01-23 21:32:00+00:00,F,C208,BUR UA /OV 10 W VNY/TM 2132/FL080/TP C208/TB SEV TURB,SEV TURB,ZLA,8000,34.20972,-118.69072156976698
2025-01-25 06:20:00+00:00,F,B747,BUR UA /OV 15 SOUTH WEST VNY/TM 0620/FL080/TP B747/TB SEVERE,SEVERE,ZLA,8000,34.20067,-118.35867
