valid,urgent,aircraft,report,turbulence,atrcc,fl,lat,lon,date,station,time,wind_speed (kt),RH,wind_dir (deg)
2011-03-06 19:37:00+00:00,T,ERCO,BUR UUA /OV BUR306011 /TM 1937 /FL040 /TP ERCO /TB MOD-SEV /RM IN NEWHALL PASS,MOD-SEV,ZLA,4000,34.308439358206684,-118.53801525322876,2011-03-06,BUR,2011-03-06 03:53,3.00,30.37,330.0
2011-03-06 19:37:00+00:00,T,ERCO,BUR UUA /OV BUR306011 /TM 1937 /FL040 /TP ERCO /TB MOD-SEV /RM IN NEWHALL PASS,MOD-SEV,ZLA,4000,34.308439358206684,-118.53801525322876,2011-03-06,BUR,2011-03-06 05:53,3.00,42.19,350.0
2011-03-06 19:37:00+00:00,T,ERCO,BUR UUA /OV BUR306011 /TM 1937 /FL040 /TP ERCO /TB MOD-SEV /RM IN NEWHALL PASS,MOD-SEV,ZLA,4000,34.308439358206684,-118.53801525322876,2011-03-06,BUR,2011-03-06 06:53,6.00,47.08,360.0
2011-03-06 19:37:00+00:00,T,ERCO,BUR UUA /OV BUR306011 /TM 1937 /FL040 /TP ERCO /TB MOD-SEV /RM IN NEWHALL PASS,MOD-SEV,ZLA,4000,34.308439358206684,-118.53801525322876,2011-03-06,BUR,2011-03-06 07:53,0.00,45.11,0.0
2011-03-07 18:29:00+00:00,F,B737,BUR UA /OV KBUR/TM 1829/FL080/TP B737/TB MOD/RM MOD DURD 8000FT TO SFC AWC-WEB:SWA,MOD,ZLA,8000,34.20067,-118.35867,2011-03-07,BUR,2011-03-07 23:53,14.00,24.75,330.0
2011-03-07 18:29:00+00:00,F,B737,BUR UA /OV KBUR/TM 1829/FL080/TP B737/TB MOD 080-SFC/RM DURD. SWA.COR TURB ALT. ZLA CWSU,MOD 080-SFC,ZLA,8000,34.20067,-118.35867,2011-03-07,BUR,2011-03-07 23:53,14.00,24.75,330.0
2011-03-07 18:29:00+00:00,F,B737,BUR UA /OV KBUR/TM 1829/FL080/TP B737/TB MOD 080-SFC/RM DURD. SWA. COR TURB ALT. ZLA CWSU,MOD 080-SFC,ZLA,8000,34.20067,-118.35867,2011-03-07,BUR,2011-03-07 23:53,14.00,24.75,330.0
2011-03-07 19:05:00+00:00,T,PA46,WHP UUA /OV BUR360005 /TM 1905 /FL090 /TP PA46 /TB MOD-SEV,MOD-SEV,ZLA,9000,34.284010083340085,-118.35867,2011-03-07,BUR,2011-03-07 23:53,14.00,24.75,330.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 00:53,20.00,21.22,360.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 01:53,14.00,29.2,340.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 02:53,13.00,30.36,340.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 03:53,12.00,30.21,320.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 04:53,16.00,28.93,320.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 05:53,17.00,26.42,320.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 06:53,15.00,32.61,320.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 09:53,11.00,42.58,320.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 10:53,19.00,42.58,330.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 11:53,17.00,42.58,340.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 12:53,21.00,42.72,330.0
2011-03-08 01:03:00+00:00,F,B737,BUR UA /OV KBUR/TM 0103/FL160/TP B737/TB OCL MOD TURB/RM LT-OCL MOD TURB SFC-FL160  BIG JOLT OVR BAILL FL120 AWC-WEB:SWA,OCL MOD TURB,ZLA,16000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 13:53,21.00,32.46,360.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 00:53,20.00,21.22,360.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 01:53,14.00,29.2,340.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 02:53,13.00,30.36,340.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 03:53,12.00,30.21,320.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 04:53,16.00,28.93,320.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 05:53,17.00,26.42,320.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 06:53,15.00,32.61,320.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 09:53,11.00,42.58,320.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 10:53,19.00,42.58,330.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 11:53,17.00,42.58,340.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 12:53,21.00,42.72,330.0
2011-03-08 03:19:00+00:00,F,P28R,BUR UA /OV PMD220020/TM 0319/FL105/TP P28R/TB MOD/RM 1500 FOOT UP AND DOWNDRAFTS. AWC-WEB:KZLA,MOD,ZLA,10500,34.374021169073025,-118.34496343890632,2011-03-08,BUR,2011-03-08 13:53,21.00,32.46,360.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 00:53,20.00,21.22,360.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 01:53,14.00,29.2,340.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 02:53,13.00,30.36,340.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 03:53,12.00,30.21,320.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 04:53,16.00,28.93,320.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 05:53,17.00,26.42,320.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 06:53,15.00,32.61,320.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 09:53,11.00,42.58,320.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 10:53,19.00,42.58,330.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 11:53,17.00,42.58,340.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 12:53,21.00,42.72,330.0
2011-03-08 03:19:00+00:00,F,B737,BUR UA /OV KBUR/TM 0319/FL130/TP B737/TB CONT MOD CHOP/RM CONT MOD CHOP BLO FL130 AWC-WEB:SWA,CONT MOD CHOP,ZLA,13000,34.20067,-118.35867,2011-03-08,BUR,2011-03-08 13:53,21.00,32.46,360.0
2011-03-30 16:15:00+00:00,F,H25B,WHP UA /OV BUR360007 /TM 1615 /FL090 /TP H25B /TB LGT-MOD 090-BLO,LGT-MOD 090-BLO,ZLA,9000,34.31734611667612,-118.35867,2011-03-30,BUR,2011-03-30 16:53,0.00,45.12,0.0
2011-03-30 16:15:00+00:00,F,H25B,WHP UA /OV BUR360007 /TM 1615 /FL090 /TP H25B /TB LGT-MOD 090-BLO,LGT-MOD 090-BLO,ZLA,9000,34.31734611667612,-118.35867,2011-03-30,BUR,2011-03-30 17:53,0.00,36.59,0.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 01:53,0.00,45.6,0.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 02:35,13.00,26.98,340.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 02:53,11.00,26.22,350.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 03:53,14.00,34.41,330.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 05:53,10.00,30.36,320.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 08:53,9.00,38.34,320.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 11:53,3.00,49.81,40.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 15:53,0.00,43.36,0.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 16:53,0.00,33.42,0.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 19:53,9.00,12.47,320.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 21:53,10.00,7.77,330.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 22:53,16.00,8.33,320.0
2011-04-14 01:15:00+00:00,F,B738,BUR UA /OV KBUR/TM 0115/FL130/TP B738/TB MOD/RM MOD TURB ON DECENT TO BUR 130-090 AWC-WEB:ASA,MOD,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 23:53,12.00,9.16,360.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 01:53,0.00,45.6,0.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 02:35,13.00,26.98,340.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 02:53,11.00,26.22,350.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 03:53,14.00,34.41,330.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 05:53,10.00,30.36,320.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 08:53,9.00,38.34,320.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 11:53,3.00,49.81,40.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 15:53,0.00,43.36,0.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 16:53,0.00,33.42,0.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 19:53,9.00,12.47,320.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 21:53,10.00,7.77,330.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 22:53,16.00,8.33,320.0
2011-04-14 02:30:00+00:00,F,B737,BUR UA /OV KBUR/TM 0230/FL130/TP B737/TB MODERATE/RM MODERATE TURB FL130-FL050 THEN SMOOTH. AWC-WEB:SWA,MODERATE,ZLA,13000,34.20067,-118.35867,2011-04-14,BUR,2011-04-14 23:53,12.00,9.16,360.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 02:53,13.00,20.89,320.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 07:53,0.00,30.95,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 08:53,5.00,31.92,320.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 09:53,0.00,37.0,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 10:53,0.00,44.47,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 11:53,0.00,49.73,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 12:53,0.00,47.7,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 13:53,0.00,49.73,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 14:53,0.00,40.39,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 16:53,0.00,26.4,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 17:53,0.00,22.38,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 18:53,0.00,17.6,0.0
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867,2011-04-16,BUR,2011-04-16 19:53,0.00,17.0,0.0
2011-04-16 18:45:00+00:00,F,P28A,BUR UA /OV BUR /TM 1845 /FL035 /TP P28A /TB MOD,MOD,ZLA,3500,34.20067,-118.35867,2011-04-16,BUR,2011-04-16 02:53,13.00,20.89,320.0
2011-04-16 18:45:00+00:00,F,P28A,BUR UA /OV BUR /TM 1845 /FL035 /TP P28A /TB MOD,MOD,ZLA,3500,34.20067,-118.35867,2011-04-16,BUR,2011-04-16 07:53,0.00,30.95,0.0
2011-04-16 18:45:00+00:00,F,P28A,BUR UA /OV BUR /TM 1845 /FL035 /TP P28A /TB MOD,MOD,ZLA,3500,34.20067,-118.35867,2011-04-16,BUR,2011-04-16 08:53,5.00,31.92,320.0
2011-04-16 18:45:00+00:00,F,P28A,BUR UA /OV BUR /TM 1845 /FL035 /TP P28A /TB MOD,MOD,ZLA,3500,34.20067,-118.35867,2011-04-16,BUR,2011-04-16 09:53,0.00,37.0,0.0
2011-04-16 18:45:00+00:00,F,P28A,BUR UA /OV BUR /TM 1845 /FL035 /TP P28A /TB MOD,MOD,ZLA,3500,34.20067,-118.35867,2011-04-16,BUR,2011-04-16 10:53,0.00,44.47,0.0
2011-04-16 18:45:00+00:00,F,P28A,BUR UA /OV BUR /TM 1845 /FL035 /TP P28A /TB MOD,MOD,ZLA,3500,34.20067,-118.35867,2011-04-16,BUR,2011-04-16 11:53,0.00,49.73,0.0
